  88, -106,  -9328, 140
  20,   18,    360, 120
-106,  -79,   8374, 120
  85,  -19,  -1615, 120
  43,  -11,   -473, 120
 -83,   39,  -3237, 100
-124,  -89,  11036, 120
 -25,  -71,   1775, 120
  73,  -37,  -2701, 120
 -55,   81,  -4455, 140
 -95,   42,  -3990, 160
  -6,   69,   -414, 140
-125,  124, -15500, 80
 114,   -2,   -228, 60
 104,  111,  11544, 100
-122,  -16,   1952, 60
  56,   64,   3584, 80
  40,  -10,   -400, 100
 -59,  -64,   3776, 60
 116,   57,   6612, 100
 -80,   60,  -4800, 80
  42,   98,   4116, 120
  21,  -31,   -651, 80
  23,   67,   1541, 100
 -55, -122,   6710, 100
  37,  -63,  -2331, 80
-115,   90, -10350, 160
   7,   44,    308, 120
  12,  113,   1356, 100
  59,  -74,  -4366, 140
  -9,  -98,    882, 100
  92,   85,   7820, 180
  32,  -96,  -3072, 100
 114,  -76,  -8664, 140
 -35,   13,   -455, 100
  75,  121,   9075, 100
 -98,   -3,    294, 80
 123, -113, -13899, 80
   3,  -29,    -87, 80
  29,  -79,  -2291, 120
  68, -107,  -7276, 160
 -32,  -19,    608, 120
  82,   -8,   -656, 60
-115,   82,  -9430, 160
-124,   70,  -8680, 120
-116, -112,  12992, 100
  23,  106,   2438, 160
-124,  -86,  10664, 180
 124,   96,  11904, 80
 -70, -117,   8190, 120
 -90,   37,  -3330, 140
  50,  -94,  -4700, 140
  73,   20,   1460, 120
  61,   75,   4575, 140
  92,   71,   6532, 100
-122,   57,  -6954, 100
 -76,  -48,   3648, 100
  44, -116,  -5104, 100
   7,  106,    742, 160
  17,  -24,   -408, 100
  75,  115,   8625, 100
 -20,   35,   -700, 100
 -92,  -55,   5060, 120
  57,  -33,  -1881, 80
 -44,  103,  -4532, 100
 -99,  -80,   7920, 100
-126,   73,  -9198, 140
 -39,   32,  -1248, 80
  28, -109,  -3052, 120
 -29,   42,  -1218, 160
 -56,   93,  -5208, 140
  58, -124,  -7192, 100
  43,   57,   2451, 100
  18,   82,   1476, 160
  89,  -48,  -4272, 100
 110, -105, -11550, 120
 -37,  -90,   3330, 140
 -69,    0,      0, 40
  15,  105,   1575, 140
  12,   89,   1068, 140
 -59,  -49,   2891, 80
-112,   81,  -9072, 140
 105,  119,  12495, 100
  74,  -40,  -2960, 100
-101,  -60,   6060, 100
 -72,  -73,   5256, 120
-122,   48,  -5856, 80
 119,  -75,  -8925, 160
 -44,    7,   -308, 60
 118,  -23,  -2714, 120
-117,    1,   -117, 60
 -37, -128,   4736, 60
 -62,  -59,   3658, 120
  48,  -81,  -3888, 120
 102,  -81,  -8262, 120
 -23,   -8,    184, 60
   6,  -17,   -102, 80
 -31, -107,   3317, 160
 -18,   96,  -1728, 80
 -27,   40,  -1080, 120
 100,   41,   4100, 140
 -31,  119,  -3689, 100
 110, -127, -13970, 80
 -43,  104,  -4472, 120
 -16,  -86,   1376, 180
  15,  -15,   -225, 80
 125, -114, -14250, 100
 -30,   60,  -1800, 80
 -87,  -17,   1479, 80
  91,  -81,  -7371, 120
  74,  -71,  -5254, 120
  19,   19,    361, 100
 101,   81,   8181, 140
 -73, -103,   7519, 120
  58,  113,   6554, 100
  98,  -28,  -2744, 100
  42,  125,   5250, 100
  89,  -27,  -2403, 120
 -19,  -55,   1045, 120
  65,  -81,  -5265, 120
 -37,  -51,   1887, 120
 112,    6,    672, 80
 -94,  -67,   6298, 120
 106,  -36,  -3816, 100
  80,  123,   9840, 100
  37,  120,   4440, 80
 -10,   92,   -920, 120
  35,  121,   4235, 100
 -56,  -69,   3864, 120
  14,  115,   1610, 100
  12,  -50,   -600, 100
 -44,   89,  -3916, 140
 -71,  -77,   5467, 120
 -12,  117,  -1404, 140
  12,   57,    684, 100
   2,   21,     42, 140
   5,   78,    390, 120
   2,  -72,   -144, 100
   8, -115,   -920, 120
 -81,  -24,   1944, 100
-112,  -11,   1232, 120
  76,  123,   9348, 100
  64,   37,   2368, 140
  13,  112,   1456, 80
  45,   41,   1845, 140
 -68,   48,  -3264, 80
 -64,   80,  -5120, 120
 -95,   77,  -7315, 140
 -11,  -11,    121, 120
  93, -108, -10044, 140
 106,  -68,  -7208, 100
 -72,  -98,   7056, 100
  -6,   70,   -420, 120
   7, -109,   -763, 120
  85,  -73,  -6205, 120
  69,   99,   6831, 100
  89,   38,   3382, 120
 104,   30,   3120, 80
-112,   90, -10080, 160
  28,  -71,  -1988, 120
 -85,  -48,   4080, 100
 111,  -40,  -4440, 100
  69, -115,  -7935, 120
-117,   -4,    468, 60
 -36,  -92,   3312, 140
  25,  -91,  -2275, 160
  62,  -13,   -806, 80
  88,  -60,  -5280, 100
  92,    6,    552, 80
-102,   24,  -2448, 80
 -59,  -86,   5074, 180
  26,  -61,  -1586, 80
 -78,   12,   -936, 80
 -23,  -61,   1403, 80
 -21,   -8,    168, 60
 -14, -119,   1666, 120
 111,   27,   2997, 100
 -83,  104,  -8632, 120
  37,  -49,  -1813, 80
 -85,   27,  -2295, 100
-128,   93,  11904, 140
-126,    4,   -504, 80
  87,   54,   4698, 120
  50,  121,   6050, 100
 -28,   22,   -616, 120
 -86,  -64,   5504, 60
  46, -116,  -5336, 100
 113,   -5,   -565, 80
 -68,  -36,   2448, 100
  23,  -63,  -1449, 80
 -21,  -75,   1575, 160
-119, -113,  13447, 80
 -65,  -80,   5200, 100
 -45,  -42,   1890, 140
-126,   26,  -3276, 120
 113,  -41,  -4633, 120
  14,  -15,   -210, 80
 -51,    5,   -255, 100
  28, -104,  -2912, 100
 -20,   42,   -840, 160
 101,   55,   5555, 100
   3,   -2,     -6, 60
  -3,   62,   -186, 80
 -24,  116,  -2784, 120
 -80,    6,   -480, 80
  18,  104,   1872, 120
 -59,   -2,    118, 60
  54,  -13,   -702, 80
  -5,  107,   -535, 140
  23,   15,    345, 60
  20,   42,    840, 160
 -90,  -44,   3960, 140
 -53,  107,  -5671, 140
   4,  -12,    -48, 100
-115,  -31,   3565, 80
-123,  -71,   8733, 120
 -55,   96,  -5280, 80
  70,   60,   4200, 80
  55,   88,   4840, 120
 115,   14,   1610, 80
 -36,   48,  -1728, 80
 -48,    0,      0, 40
  67,   -8,   -536, 60
 -95,   83,  -7885, 140
-104,   95,  -9880, 100
-121,   -6,    726, 100
  45,  112,   5040, 80
 107,   49,   5243, 100
  18,   12,    216, 80
  13,   21,    273, 140
  64, -108,  -6912, 140
  84, -128, -10752, 60
  19,  -61,  -1159, 80
 -19,  -36,    684, 100
 120,   39,   4680, 100
  95,   35,   3325, 100
 -85,   56,  -4760, 80
  34,  -55,  -1870, 120
 -57, -126,   7182, 100
 -50,  -57,   2850, 80
  36,  -37,  -1332, 120
   8,  117,    936, 140
 -75,   26,  -1950, 120
  56, -126,  -7056, 100
  88,   80,   7040, 120
 -93,  -92,   8556, 140
 101,  -22,  -2222, 140
   6,   84,    504, 160
  91,  -56,  -5096, 100
  72,   55,   3960, 100
  -8,  -75,    600, 160
  81, -125, -10125, 80
-101,   53,  -5353, 140
 -80,   -5,    400, 80
  79,   48,   3792, 80
  24,  -35,   -840, 120
  70,   97,   6790, 100
  89,   85,   7565, 180
  47,   11,    517, 100
 -34,  -45,   1530, 120
  40,  -23,   -920, 120
  88,  -43,  -3784, 160
 -61,  -44,   2684, 140
 -92,  126, -11592, 80
 -42,   15,   -630, 60
-125,  -96,  12000, 100
-126,  -65,   8190, 80
  69,  119,   8211, 100
  69,  117,   8073, 140
  -8,  -58,    464, 100
 108,   80,   8640, 120
  49, -100,  -4900, 100
 -68,  -81,   5508, 120
  14,  105,   1470, 140
 -78,  -34,   2652, 100
-123,  -86,  10578, 180
  40,  -62,  -2480, 100
-102,  -45,   4590, 120
 -70,   -5,    350, 80
-117,  -62,   7254, 100
 -52,  113,  -5876, 100
 -98,   97,  -9506, 100
 123,  -65,  -7995, 80
-111,  -64,   7104, 60
  89,  126,  11214, 80
  84,   81,   6804, 140
  73,  -25,  -1825, 80
  36, -125,  -4500, 80
  91,  -71,  -6461, 120
-107,  119, -12733, 100
 -15,  -26,    390, 100
 -81,    4,   -324, 80
  18,   -4,    -72, 60
 -85,  -60,   5100, 100
  63,  -62,  -3906, 100
 115,   90,  10350, 160
 -96,   -2,    192, 60
 116,  -69,  -8004, 120
 -30,  -30,    900, 100
 -33, -104,   3432, 100
 -97,   16,  -1552, 80
 -14,  -67,    938, 120
 -85,  -76,   6460, 140
  84, -119,  -9996, 120
  19,  -84,  -1596, 140
  53,   59,   3127, 100
  53,   47,   2491, 100
  52,   85,   4420, 180
 -68,  -14,    952, 100
 -89,  -63,   5607, 80
 -28,   65,  -1820, 100
 105,   -6,   -630, 100
 -51,   -1,     51, 40
 -75,  -24,   1800, 100
  75,   18,   1350, 120
  55,  -82,  -4510, 140
  -8,   32,   -256, 80
 -38,   34,  -1292, 120
 -20,   42,   -840, 160
 122,   30,   3660, 80
 -23,  -21,    483, 120
  11,  110,   1210, 120
  94,  124,  11656, 80
  69, -117,  -8073, 120
  18,   55,    990, 100
-125,  -31,   3875, 80
 -50,   74,  -3700, 160
 -43,  -51,   2193, 120
 -28,  -12,    336, 100
 -20,   26,   -520, 120
 -29,  -20,    580, 100
 -13,   45,   -585, 140
  92,  -35,  -3220, 120
 -20, -113,   2260, 80
  -1,  120,   -120, 80
 -85,   39,  -3315, 100
  -5,   19,    -95, 100
  12,  -69,   -828, 120
 -26,   73,  -1898, 140
 106,   10,   1060, 120
  24, -106,  -2544, 140
   9,   46,    414, 120
 -67,  102,  -6834, 120
 118,  117,  13806, 140
-113, -107,  12091, 160
 123,  124,  15252, 80
 111,  -55,  -6105, 120
 -55,  -76,   4180, 140
 -38,  -83,   3154, 160
 -33,   13,   -429, 100
 112, -125, -14000, 80
  81,    4,    324, 80
-128,   -7,   -896, 80
   6,  -54,   -324, 140
 -33,  -55,   1815, 120
-124,  -80,   9920, 100
 -23,   16,   -368, 80
 -34,  -84,   2856, 140
   9,  -41,   -369, 120
  97,   13,   1261, 100
-111,  -45,   4995, 120
-102,   47,  -4794, 100
  78,  -73,  -5694, 120
 -58,   93,  -5394, 140
-100,   47,  -4700, 100
  68, -101,  -6868, 120
  98,  -23,  -2254, 120
  46, -115,  -5290, 120
 -58,  -86,   4988, 180
 -96,   55,  -5280, 100
 -16,  -24,    384, 100
 -51,  -47,   2397, 120
 -69,  -33,   2277, 80
 125,   88,  11000, 120
 -97, -105,  10185, 120
   6,   41,    246, 140
 -60,  -41,   2460, 120
  93,   77,   7161, 140
 115,  127,  14605, 60
  78,  -71,  -5538, 120
 -32,   57,  -1824, 100
-127,   49,  -6223, 100
-113,   -2,    226, 60
  93,   15,   1395, 60
  51,  105,   5355, 140
  86, -102,  -8772, 140
  92,   73,   6716, 140
 -45,   58,  -2610, 120
 -40,  120,  -4800, 80
  57,   37,   2109, 140
   9,   86,    774, 160
  44,  -45,  -1980, 120
  26,    0,      0, 40
 -84,  -24,   2016, 100
 108,  -96, -10368, 100
  29,  -47,  -1363, 120
   0,  -38,      0, 140
 -40,  -64,   2560, 60
  76,  -47,  -3572, 120
  81,   81,   6561, 140
  69,  -77,  -5313, 120
 126, -128, -16128, 60
  -4,   72,   -288, 120
-127,   49,  -6223, 100
 -89, -125,  11125, 80
  63,    0,      0, 40
 100,  126,  12600, 80
 -15, -114,   1710, 100
 -98,  -24,   2352, 100
  73,   10,    730, 120
  95,   81,   7695, 140
  73,   37,   2701, 140
 108,   88,   9504, 120
  94,   47,   4418, 100
-125,   39,  -4875, 100
 -44, -108,   4752, 140
-110,   60,  -6600, 80
  70,  111,   7770, 100
  65,   -9,   -585, 80
  22,  114,   2508, 120
 -94,  -29,   2726, 80
-110,  -53,   5830, 120
 104,   49,   5096, 100
 -53,   85,  -4505, 180
 113,   94,  10622, 120
 -51,  -75,   3825, 160
   8, -126,  -1008, 100
  63,  -80,  -5040, 100
 -84,   50,  -4200, 120
   5,   94,    470, 120
 -72,  125,  -9000, 100
  10, -115,  -1150, 120
 -55,  -15,    825, 80
 -76,  -27,   2052, 120
  52,   35,   1820, 100
  45,   49,   2205, 100
  94,  -76,  -7144, 140
  14,  100,   1400, 120
 100,   72,   7200, 120
-118, -101,  11918, 120
 -51,  107,  -5457, 140
 -85,  -29,   2465, 80
 -67,  -39,   2613, 120
 -62,  -32,   1984, 60
  95,   29,   2755, 100
-109,   38,  -4142, 120
   5,    9,     45, 100
 108,  107,  11556, 140
 -80,   -9,    720, 80
 -91,   87,  -7917, 140
 118,   79,   9322, 100
 -76,   29,  -2204, 100
-121,   70,  -8470, 120
 102,  -98,  -9996, 100
  63,   84,   5292, 160
  84,   76,   6384, 120
   6,   80,    480, 120
  45, -122,  -5490, 100
 106,  -72,  -7632, 100
 -17,  -96,   1632, 100
  63,    9,    567, 100
 -88,   85,  -7480, 180
  30,  -72,  -2160, 100
 -50,  -42,   2100, 140
  37,  -87,  -3219, 160
 -49,   53,  -2597, 140
  64,  -74,  -4736, 140
 -11,   90,   -990, 160
 -31,   37,  -1147, 140
  39,   68,   2652, 120
 121,  -97, -11737, 80
 -88,  -55,   4840, 120
-123, -123,  15129, 120
 115, -120, -13800, 100
-106,   52,  -5512, 120
  61,   81,   4941, 140
  27,   28,    756, 80
 -67,  -76,   5092, 140
  78,   47,   3666, 100
  89,  -20,  -1780, 100
  30,  -99,  -2970, 120
 -64,  -29,   1856, 80
 100,   75,   7500, 140
-111, -124,  13764, 100
  73,   19,   1387, 100
 -77,   28,  -2156, 80
  40,   42,   1680, 160
  93,  -18,  -1674, 100
 -52,  -69,   3588, 120
 120,  -54,  -6480, 140
  93,   30,   2790, 80
 118,  -53,  -6254, 120
 -37,  -76,   2812, 140
  32,    4,    128, 80
 121,  -51,  -6171, 120
-110,   69,  -7590, 140
 -87,  -98,   8526, 100
 -35,  -64,   2240, 60
  75,  -69,  -5175, 120
-127,  -78,   9906, 140
 -77,   11,   -847, 100
  72,  -31,  -2232, 80
  -4,  -81,    324, 120
 -96,   14,  -1344, 80
 117,  -39,  -4563, 120
  13,   39,    507, 100
 116,   -4,   -464, 60
 -65,   95,  -6175, 100
-127,  104, -13208, 120
  -6,   -5,     30, 80
  25,  -90,  -2250, 140
  83,  -17,  -1411, 80
 -19,  -79,   1501, 120
 100,   33,   3300, 100
 -10,  104,  -1040, 120
  20,  111,   2220, 100
  42,   62,   2604, 80
  -9,   70,   -630, 120
  61,  -96,  -5856, 100
  -6,  -12,     72, 100
  51,    0,      0, 40
 -36,  112,  -4032, 80
  41,   15,    615, 60
-106,  -41,   4346, 120
  35,    6,    210, 80
  74,   74,   5476, 160
  65, -120,  -7800, 100
 -51,  113,  -5763, 100
  40,   19,    760, 100
 108,   85,   9180, 180
  -2,  111,   -222, 100
 -12,  -63,    756, 80
 -45,   24,  -1080, 80
 -83,   -7,    581, 80
 -56,   37,  -2072, 140
  72,  -29,  -2088, 80
 -48, -118,   5664, 140
 103,  112,  11536, 80
  96,   78,   7488, 120
 -49,  114,  -5586, 120
 -14, -108,   1512, 140
 -24, -104,   2496, 100
 -98,   -8,    784, 60
-115,  -53,   6095, 120
 -81,   56,  -4536, 80
 -32,  -95,   3040, 120
-108,  -95,  10260, 120
  33,   37,   1221, 140
 -21,   59,  -1239, 100
  46, -100,  -4600, 100
  22,   32,    704, 80
 -62, -107,   6634, 160
  45,    5,    225, 100
   7,  -24,   -168, 100
-104,  104, -10816, 120
-105,  -21,   2205, 120
  55,   82,   4510, 160
-125, -122,  15250, 100
 113,   52,   5876, 120
 116,  114,  13224, 120
 -14,  -52,    728, 100
-120,   68,  -8160, 120
-126, -116,  14616, 100
 -12, -113,   1356, 80
 -59, -127,   7493, 80
  21,  -53,  -1113, 120
  54,   42,   2268, 160
 -11,   61,   -671, 100
  70,   59,   4130, 100
 -18, -109,   1962, 120
 -28,  -60,   1680, 100
 114,  114,  12996, 120
  81,  -75,  -6075, 160
 -93,  -84,   7812, 140
-105,   49,  -5145, 100
 -66,   87,  -5742, 140
 118,  -76,  -8968, 140
   0,  115,      0, 100
  41,  114,   4674, 120
  30,  109,   3270, 140
 -51,   -3,    153, 80
 -41,   27,  -1107, 100
 -50, -106,   5300, 140
 -54, -121,   6534, 80
  45,   44,   1980, 120
  37,   34,   1258, 120
 -13, -125,   1625, 80
  61,  -80,  -4880, 100
 -71,  108,  -7668, 120
 -88, -102,   8976, 140
-126,  -99,  12474, 120
  -4,  -33,    132, 80
 -39,   12,   -468, 80
 -64,   92,  -5888, 120
-127,   79, -10033, 100
 -88,  -93,   8184, 120
-120,   -7,    840, 80
 -67,   24,  -1608, 80
  31,  107,   3317, 140
 125, -106, -13250, 140
  11,   17,    187, 100
-113,   63,  -7119, 60
  10,  123,   1230, 100
  45,  -59,  -2655, 120
  -1,   93,    -93, 140
 -54,  -41,   2214, 120
  61,  -35,  -2135, 120
  26,  -21,   -546, 120
 -46,   41,  -1886, 140
  19,   38,    722, 120
  29,  -42,  -1218, 140
 -14, -114,   1596, 100
-110,   -9,    990, 80
 -18,   69,  -1242, 140
  -2,  109,   -218, 140
 -89,    4,   -356, 80
  34,   89,   3026, 140
 -26, -115,   2990, 120
   5,   59,    295, 100
 -49,   76,  -3724, 120
 -53,  -89,   4717, 120
  24,  -29,   -696, 80
 108,   15,   1620, 60
  91,  -48,  -4368, 100
  47, -105,  -4935, 120
  32,  -18,   -576, 100
  37,  114,   4218, 120
 -76,    4,   -304, 80
 -96,  -77,   7392, 120
  99,   31,   3069, 60
 -36,   20,   -720, 120
  53,  -28,  -1484, 100
 -50,  -82,   4100, 140
 -71,  -92,   6532, 140
  90,   13,   1170, 100
   6,   84,    504, 160
 -36,  -95,   3420, 120
 122,   55,   6710, 100
  75,    7,    525, 60
  89,   94,   8366, 120
 -42,   27,  -1134, 100
 -27,  -54,   1458, 140
  91,   72,   6552, 120
   0,   81,      0, 140
 124,   29,   3596, 100
 -15,   25,   -375, 100
 -65, -111,   7215, 120
 111,  -62,  -6882, 100
 127,  -16,  -2032, 60
 117,   24,   2808, 80
  23,  -18,   -414, 100
  17,  103,   1751, 100
  13,  -40,   -520, 100
 -81,   66,  -5346, 120
 -85,   84,  -7140, 160
   6,  -36,   -216, 100
 -59,  -79,   4661, 120
  55,  -56,  -3080, 100
  23,   50,   1150, 120
  62,   59,   3658, 100
  13,   98,   1274, 120
  68,  -97,  -6596, 80
  72,  -49,  -3528, 80
 -14,  -96,   1344, 100
 -63,   55,  -3465, 100
  89,  113,  10057, 100
 -33, -106,   3498, 140
-125, -122,  15250, 100
  76,   19,   1444, 100
  80,  108,   8640, 120
  -7,   59,   -413, 100
 -82,    8,   -656, 80
  18, -115,  -2070, 120
 -60,  -19,   1140, 120
  75,  -60,  -4500, 100
  47,   -3,   -141, 80
  76,  -29,  -2204, 80
 -33,   21,   -693, 140
 -84,  110,  -9240, 120
 -73,   -7,    511, 80
  54,  -45,  -2430, 120
-128,   51,   6528, 100
 -15,  117,  -1755, 140
  73,   42,   3066, 160
 -94,   80,  -7520, 120
 -53,   21,  -1113, 140
  55,  -71,  -3905, 120
 -13,   26,   -338, 120
 -20,   28,   -560, 80
  18,   57,   1026, 100
-128,   74,   9472, 160
 -21,   78,  -1638, 120
  80,   59,   4720, 100
  29,  -40,  -1160, 100
 -69,  -56,   3864, 100
  11,  -64,   -704, 60
-105,   78,  -8190, 120
 -36,  -42,   1512, 140
  34,  -78,  -2652, 140
 -88,   67,  -5896, 100
  46,  -57,  -2622, 80
 106, -106, -11236, 140
   1, -124,   -124, 100
 -48,  -63,   3024, 80
-103,    2,   -206, 80
 126,  -95, -11970, 120
 -40,  -58,   2320, 100
 -28,   89,  -2492, 140
  68,   60,   4080, 80
  52,   58,   3016, 120
 -36,  -17,    612, 80
-107,   96, -10272, 80
 -73,  103,  -7519, 100
  54,  -50,  -2700, 100
 -34,   44,  -1496, 120
  60,   58,   3480, 120
  42,  -27,  -1134, 120
  75,   62,   4650, 80
-118,    9,  -1062, 100
-105,   35,  -3675, 100
 119,   28,   3332, 80
  62,   18,   1116, 120
  10,  -11,   -110, 120
 -30,  -59,   1770, 120
 108,  -15,  -1620, 80
  45, -119,  -5355, 120
  15,  -85,  -1275, 160
  84,  -69,  -5796, 120
-128,   23,   2944, 100
  47, -125,  -5875, 80
  44,  124,   5456, 80
  -5,  -15,     75, 80
 -26,   81,  -2106, 140
 101,   84,   8484, 160
-100,  109, -10900, 140
 -13,  -32,    416, 60
  -4,  127,   -508, 60
  96,  115,  11040, 100
 106,   73,   7738, 140
   5,  -82,   -410, 140
  37, -101,  -3737, 120
 -19,    7,   -133, 60
 -21,  127,  -2667, 60
 -97,   46,  -4462, 120
 -11, -113,   1243, 80
  67,   87,   5829, 140
 -89,  -16,   1424, 60
  49,  -63,  -3087, 80
 -55,  -23,   1265, 120
-118,   26,  -3068, 120
 -99, -113,  11187, 80
 -24,   13,   -312, 100
 -73,  118,  -8614, 120
 -55,  -94,   5170, 140
 -33,  -18,    594, 100
 -57,  -88,   5016, 140
 -30,  -74,   2220, 140
  48,  -14,   -672, 100
 -98,  -92,   9016, 140
  36, -117,  -4212, 120
  47,   54,   2538, 120
 -63,  -90,   5670, 140
-122, -113,  13786, 80
-125,  121, -15125, 100
  83,  -60,  -4980, 100
  96,  -58,  -5568, 100
-123,    3,   -369, 60
 -49,   60,  -2940, 80
  76, -122,  -9272, 100
  55,  116,   6380, 120
 -21,  -56,   1176, 100
  -9,  -63,    567, 80
  48,  -11,   -528, 120
-119,  124, -14756, 80
 -15,   11,   -165, 100
 -22,   28,   -616, 80
  96,  -82,  -7872, 140
 -43,  -64,   2752, 60
-106,   26,  -2756, 120
 -20,  100,  -2000, 120
  30,   48,   1440, 80
 103, -119, -12257, 120
 -23,   22,   -506, 120
  91,  113,  10283, 100
 124,  108,  13392, 120
  65,  -72,  -4680, 100
 -88,  114, -10032, 120
 -64,  126,  -8064, 80
 -77,   64,  -4928, 80
 100,  -46,  -4600, 140
  65,   93,   6045, 140
  79,  -91,  -7189, 160
 -45,  -49,   2205, 80
 127,  -17,  -2159, 80
  59,    8,    472, 80
 -61,   66,  -4026, 120
 -40,  -77,   3080, 120
  -9, -117,   1053, 120
 -12,  -48,    576, 100
-105,   44,  -4620, 120
  28,   27,    756, 100
  82,   52,   4264, 120
 -58,   64,  -3712, 80
 -96,  -37,   3552, 120
  39,  -69,  -2691, 120
   4,   24,     96, 80
-121,   -4,    484, 60
  11,   97,   1067, 100
 -21,  -88,   1848, 140
-103,  118, -12154, 120
 116, -120, -13920, 100
 -76,   76,  -5776, 120
  75,   13,    975, 100
  63,  -21,  -1323, 120
 105,  -20,  -2100, 100
 -26,  101,  -2626, 140
  25,  -63,  -1575, 80
 -78,  -92,   7176, 140
-114,   60,  -6840, 80
 114,   78,   8892, 120
  97,  -63,  -6111, 80
-122,  105, -12810, 140
  82,    2,    164, 80
  43,    2,     86, 80
  32, -124,  -3968, 100
 -42, -114,   4788, 100
 -44, -126,   5544, 100
 -61,   51,  -3111, 100
  87,   51,   4437, 100
  72,  -61,  -4392, 80
 -92,  -32,   2944, 60
   2, -118,   -236, 140
 123,  -62,  -7626, 100
 125,  -64,  -8000, 60
 -30,   43,  -1290, 140
 101,  -60,  -6060, 100
  76,  -29,  -2204, 80
 -35,  -38,   1330, 140
 -55,   64,  -3520, 80
  23,  -76,  -1748, 140
   6,  -31,   -186, 80
 -66,  105,  -6930, 140
-118, -108,  12744, 140
  77,   32,   2464, 80
 -13,   84,  -1092, 160
 -16,   32,   -512, 80
-106,  -38,   4028, 140
  -2, -127,    254, 80
  95,  -70,  -6650, 140
 -86,   54,  -4644, 120
  59, -121,  -7139, 80
   3,  -95,   -285, 120
 -19,  -19,    361, 120
